chain_id,chain_family,chain_number,display_name,standard,pitch_in,pitch_mm,strands,status,provenance,needs_review,description,application_tags,materials_available,options_upgrades,roller_dia_in,roller_dia_mm,inner_width_in,inner_width_mm,pin_dia_in,pin_dia_mm,plate_height_in,plate_height_mm,weight_lbs_ft,weight_kg_m,extra_dims_json,tensile_lbs,tensile_kn,working_load_lbs,working_load_kn,temp_min_c,temp_max_c,lubrication,perf_source,pn_tsubaki,pn_donghua,pn_canam,pn_macchain,pn_rexnord,pn_linkbelt,pn_renold,pn_jeffrey,pn_webster,image_url,drawing_url,uniking_notes
REX-2858,Engineered Class Chains,2858,Rexnord 2858 Engineered Steel Roller Chain,,4.083,103.71,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,13,19.344,,57000,253.5,7200,32.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,2858,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-3285,Engineered Class Chains,3285,Rexnord 3285 Engineered Steel Roller Chain,,4.5,114.3,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,21,31.248,,91000,404.8,10500,46.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,3285,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-SR196,Engineered Class Chains,SR196,Rexnord SR196 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,5,7.44,,18000,80.1,2600,11.6,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,SR196,RS6018,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-1604,Engineered Class Chains,1604,Rexnord 1604 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,5.3,7.886,,20000,89.0,2800,12.5,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,1604,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-2126,Engineered Class Chains,2126,Rexnord 2126 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,5,7.44,,21000,93.4,3400,15.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,2126,RS1116,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-2190,Engineered Class Chains,2190,Rexnord 2190 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,7,10.416,,21000,93.4,3400,15.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,2190,RS2190,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-1670,Engineered Class Chains,1670,Rexnord 1670 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,6.3,9.374,,23000,102.3,4100,18.2,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,1670,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-SR1114,Engineered Class Chains,SR1114,Rexnord SR1114 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,6.3,9.374,,23000,102.3,4200,18.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,SR1114,RS1114,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-2180,Engineered Class Chains,2180,Rexnord 2180 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,8.7,12.946,,35000,155.7,4500,20.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,2180,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-S951,Engineered Class Chains,S951,Rexnord S951 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,10.7,15.922,,37000,164.6,4500,20.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,S951,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-2183,Engineered Class Chains,2183,Rexnord 2183 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,10.7,15.922,,24000,106.8,4600,20.5,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,2183,RS951,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-1036,Engineered Class Chains,1036,Rexnord 1036 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,4.8,7.142,,24000,106.8,4600,20.5,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,1036,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-1617,Engineered Class Chains,1617,Rexnord 1617 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,11,16.368,,43000,191.3,4800,21.4,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,1617,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-SR3130,Engineered Class Chains,SR3130,Rexnord SR3130 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,10,14.88,,45000,200.2,5200,23.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,SR3130,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-6,Engineered Class Chains,6,Rexnord 6 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,11,16.368,,45000,200.2,5600,24.9,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,6,RS6238,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-RR542,Engineered Class Chains,RR542,Rexnord RR542 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,5.7,8.482,,28000,124.6,6000,26.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,RR542,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-BR2111,Engineered Class Chains,BR2111,Rexnord BR2111 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,9.6,14.285,,67000,298.0,5900,26.2,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,BR2111,RS944,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-C2124,Engineered Class Chains,C2124,Rexnord C2124 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,11.8,17.558,,63000,280.2,6000,26.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,C2124,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-A2124,Engineered Class Chains,A2124,Rexnord A2124 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,11.8,17.558,,63000,280.2,6000,26.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,A2124,RS996,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-RS1131,Engineered Class Chains,RS1131,Rexnord RS1131 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,12.5,18.6,,45000,200.2,6000,26.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,RS1131,RS1131,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-FX2184,Engineered Class Chains,FX2184,Rexnord FX2184 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,12.3,18.302,,58000,258.0,6500,28.9,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,FX2184,RO2184,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-FX9184,Engineered Class Chains,FX9184,Rexnord FX9184 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,15.2,22.618,,100000,444.8,8300,36.9,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,FX9184,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-A2178,Engineered Class Chains,A2178,Rexnord A2178 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,15.3,22.766,,56000,249.1,7000,31.1,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,A2178,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-A2198,Engineered Class Chains,A2198,Rexnord A2198 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,18.2,27.082,,101000,449.3,7650,34.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,A2198,RS960,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-5208,Engineered Class Chains,5208,Rexnord 5208 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,10.5,15.624,,54000,240.2,8950,39.8,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,5208,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-C9856,Engineered Class Chains,C9856,Rexnord C9856 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,22.1,32.885,,97000,431.5,14000,62.3,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,C9856,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-B9856,Engineered Class Chains,B9856,Rexnord B9856 Engineered Steel Roller Chain,,6,152.4,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,22.1,32.885,,97000,431.5,14000,62.3,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,B9856,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-A2800,Engineered Class Chains,A2800,Rexnord A2800 Engineered Steel Roller Chain,,8,203.2,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,62.2,92.554,,94000,418.1,9800,43.6,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,A2800,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-1039,Engineered Class Chains,1039,Rexnord 1039 Engineered Steel Roller Chain,,9,228.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,4.3,6.398,,24000,106.8,4650,20.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,1039,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-ER911,Engineered Class Chains,ER911,Rexnord ER911 Engineered Steel Roller Chain,,9,228.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,8.5,12.648,,33000,146.8,4650,20.7,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,ER911,RS911,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-ER922,Engineered Class Chains,ER922,Rexnord ER922 Engineered Steel Roller Chain,,9,228.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,12,17.856,,34000,151.2,7200,32.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,ER922,SS927,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-FR922,Engineered Class Chains,FR922,Rexnord FR922 Engineered Steel Roller Chain,,9,228.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,12.5,18.6,,34000,151.2,7200,32.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,FR922,SS922,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
REX-R2342,Engineered Class Chains,R2342,Rexnord R2342 Engineered Steel Roller Chain,,9,228.6,1,Active,catalog-verified,FALSE,Engineered Steel Roller Chain,"engineered class,conveyor,elevator,bulk handling",alloy steel,,,,,,,,,,9.2,13.69,,54000,240.2,9000,40.0,,,,"Rexnord Conveyor, Elevator & Drive Chains Catalog (Rexnord/Link-Belt Engineered Steel)",,,,,R2342,,,,,,,Full dimensional row in Rexnord catalog; some dim columns had uncertain OCR attribution -> only primary specs (pitch/working load/ultimate/weight) recorded; dims omitted not guessed.
